#Thu Dec 01 16:18:21 CET 2016
u163=[0, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 0]\r\n[0, 12, 168, 85, 99, 13, 13, 85, 99, 168, 12, 0]\r\n[0, 12, 169, 20, 20, 20, 20, 20, 20, 169, 12, 0]\r\n[0, 12, 6, 20, 20, 112, 126, 20, 20, 20, 12, 0]\r\n[0, 12, 6, 210, 210, 210, 210, 210, 210, 20, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 6, 210, 210, 210, 210, 210, 210, 20, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 12, 12, 12, 20, 12, 12, 12, 12, 12, 0]\r\n[0, 13, 13, 13, 13, 20, 13, 13, 13, 13, 13, 0]\r\n[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
campus=[0, 12, 12, 12, 12, 12, 214, 12, 12, 12, 12, 0]\r\n[0, 12, 13, 13, 13, 13, 215, 13, 13, 13, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 13, 6, 20, 20, 20, 20, 20, 20, 20, 13, 0]\r\n[0, 7, 20, 20, 20, 20, 20, 20, 20, 20, 34, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 12, 12, 12, 12, 20, 12, 12, 12, 12, 0]\r\n[0, 13, 13, 13, 13, 13, 20, 13, 13, 13, 13, 0]\r\n[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
bookstore=[0, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 0]\r\n[0, 12, 13, 13, 13, 13, 13, 13, 13, 13, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 13, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 7, 20, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 0]\r\n[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 0]\r\n[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
exam=[0, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 0]\r\n[0, 12, 13, 13, 13, 13, 13, 13, 13, 13, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 13, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 34, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 0]\r\n[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 0]\r\n[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
knoldene=[0, 12, 12, 12, 12, 12, 214, 12, 12, 12, 12, 0]\r\n[0, 12, 13, 13, 13, 13, 215, 13, 13, 13, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 13, 6, 20, 20, 20, 20, 20, 20, 20, 13, 0]\r\n[0, 7, 20, 20, 20, 20, 20, 20, 20, 20, 34, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 12, 12, 12, 12, 20, 12, 12, 12, 12, 0]\r\n[0, 13, 13, 13, 13, 13, 20, 13, 13, 13, 13, 0]\r\n[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
downunder=[0, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 0]\r\n[0, 12, 13, 13, 13, 13, 13, 13, 13, 13, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 202, 216, 20, 20, 12, 0]\r\n[0, 13, 6, 20, 20, 20, 203, 217, 20, 20, 12, 0]\r\n[0, 7, 20, 20, 20, 20, 204, 218, 20, 20, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 12, 12, 12, 12, 20, 12, 12, 12, 12, 0]\r\n[0, 13, 13, 13, 13, 13, 20, 13, 13, 13, 13, 0]\r\n[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Canteen=[0, 12, 12, 12, 12, 12, 214, 12, 12, 12, 12, 0]\r\n[0, 12, 13, 13, 13, 13, 215, 13, 13, 13, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 13, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 7, 20, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 0]\r\n[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 0]\r\n[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
u180=[0, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 0]\r\n[0, 12, 140, 154, 13, 85, 99, 85, 99, 168, 12, 0]\r\n[0, 12, 141, 155, 20, 20, 20, 20, 20, 169, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 112, 126, 20, 20, 12, 0]\r\n[0, 12, 6, 20, 210, 210, 210, 210, 210, 210, 12, 0]\r\n[0, 13, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 7, 20, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 6, 20, 210, 210, 210, 210, 210, 210, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 0]\r\n[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 0]\r\n[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
outside=[0, 12, 12, 12, 12, 12, 214, 12, 12, 12, 12, 0]\r\n[0, 12, 13, 13, 13, 13, 215, 13, 13, 13, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 0]\r\n[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 0]\r\n[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
u170=[0, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 0]\r\n[0, 12, 168, 85, 99, 85, 99, 13, 140, 154, 12, 0]\r\n[0, 12, 169, 20, 20, 20, 20, 20, 141, 155, 12, 0]\r\n[0, 12, 6, 20, 112, 126, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 210, 210, 210, 210, 210, 210, 20, 20, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 13, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 34, 0]\r\n[0, 12, 210, 210, 210, 210, 210, 210, 20, 20, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 6, 20, 20, 20, 20, 20, 20, 20, 12, 0]\r\n[0, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 0]\r\n[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 0]\r\n[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
